instance_id,rdf:type,oa:hasTarget,oa:hasBodyValue,prov:wasGeneratedBy
viewsari:annotation_6766,"oa:Annotation, prov:Entity",viewsari:textchunk_6766,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6767,"oa:Annotation, prov:Entity",viewsari:textchunk_6767,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6768,"oa:Annotation, prov:Entity",viewsari:textchunk_6768,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6769,"oa:Annotation, prov:Entity",viewsari:textchunk_6769,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6770,"oa:Annotation, prov:Entity",viewsari:textchunk_6770,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6771,"oa:Annotation, prov:Entity",viewsari:textchunk_6771,He,viewsari:named_entity_recognition_run_1
viewsari:annotation_6772,"oa:Annotation, prov:Entity",viewsari:textchunk_6772,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6773,"oa:Annotation, prov:Entity",viewsari:textchunk_6773,Pietro's,viewsari:named_entity_recognition_run_1
viewsari:annotation_6774,"oa:Annotation, prov:Entity",viewsari:textchunk_6774,Pietro's,viewsari:named_entity_recognition_run_1
viewsari:annotation_6775,"oa:Annotation, prov:Entity",viewsari:textchunk_6775,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6776,"oa:Annotation, prov:Entity",viewsari:textchunk_6776,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6777,"oa:Annotation, prov:Entity",viewsari:textchunk_6777,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6778,"oa:Annotation, prov:Entity",viewsari:textchunk_6778,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6779,"oa:Annotation, prov:Entity",viewsari:textchunk_6779,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6780,"oa:Annotation, prov:Entity",viewsari:textchunk_6780,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6781,"oa:Annotation, prov:Entity",viewsari:textchunk_6781,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6782,"oa:Annotation, prov:Entity",viewsari:textchunk_6782,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6783,"oa:Annotation, prov:Entity",viewsari:textchunk_6783,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6784,"oa:Annotation, prov:Entity",viewsari:textchunk_6784,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6785,"oa:Annotation, prov:Entity",viewsari:textchunk_6785,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6786,"oa:Annotation, prov:Entity",viewsari:textchunk_6786,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6787,"oa:Annotation, prov:Entity",viewsari:textchunk_6787,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6788,"oa:Annotation, prov:Entity",viewsari:textchunk_6788,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6789,"oa:Annotation, prov:Entity",viewsari:textchunk_6789,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6790,"oa:Annotation, prov:Entity",viewsari:textchunk_6790,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6791,"oa:Annotation, prov:Entity",viewsari:textchunk_6791,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6792,"oa:Annotation, prov:Entity",viewsari:textchunk_6792,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6793,"oa:Annotation, prov:Entity",viewsari:textchunk_6793,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6794,"oa:Annotation, prov:Entity",viewsari:textchunk_6794,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6795,"oa:Annotation, prov:Entity",viewsari:textchunk_6795,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6796,"oa:Annotation, prov:Entity",viewsari:textchunk_6796,so famous a craftsman of their own country,viewsari:named_entity_recognition_run_1
viewsari:annotation_6797,"oa:Annotation, prov:Entity",viewsari:textchunk_6797,the same man,viewsari:named_entity_recognition_run_1
viewsari:annotation_6798,"oa:Annotation, prov:Entity",viewsari:textchunk_6798,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6799,"oa:Annotation, prov:Entity",viewsari:textchunk_6799,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6800,"oa:Annotation, prov:Entity",viewsari:textchunk_6800,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6801,"oa:Annotation, prov:Entity",viewsari:textchunk_6801,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6802,"oa:Annotation, prov:Entity",viewsari:textchunk_6802,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6803,"oa:Annotation, prov:Entity",viewsari:textchunk_6803,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6804,"oa:Annotation, prov:Entity",viewsari:textchunk_6804,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6805,"oa:Annotation, prov:Entity",viewsari:textchunk_6805,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6806,"oa:Annotation, prov:Entity",viewsari:textchunk_6806,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6807,"oa:Annotation, prov:Entity",viewsari:textchunk_6807,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6808,"oa:Annotation, prov:Entity",viewsari:textchunk_6808,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6809,"oa:Annotation, prov:Entity",viewsari:textchunk_6809,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6810,"oa:Annotation, prov:Entity",viewsari:textchunk_6810,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6811,"oa:Annotation, prov:Entity",viewsari:textchunk_6811,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6812,"oa:Annotation, prov:Entity",viewsari:textchunk_6812,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6813,"oa:Annotation, prov:Entity",viewsari:textchunk_6813,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6814,"oa:Annotation, prov:Entity",viewsari:textchunk_6814,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6815,"oa:Annotation, prov:Entity",viewsari:textchunk_6815,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6816,"oa:Annotation, prov:Entity",viewsari:textchunk_6816,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6817,"oa:Annotation, prov:Entity",viewsari:textchunk_6817,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6818,"oa:Annotation, prov:Entity",viewsari:textchunk_6818,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6819,"oa:Annotation, prov:Entity",viewsari:textchunk_6819,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6820,"oa:Annotation, prov:Entity",viewsari:textchunk_6820,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6821,"oa:Annotation, prov:Entity",viewsari:textchunk_6821,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6822,"oa:Annotation, prov:Entity",viewsari:textchunk_6822,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6823,"oa:Annotation, prov:Entity",viewsari:textchunk_6823,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6824,"oa:Annotation, prov:Entity",viewsari:textchunk_6824,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6825,"oa:Annotation, prov:Entity",viewsari:textchunk_6825,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6826,"oa:Annotation, prov:Entity",viewsari:textchunk_6826,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6827,"oa:Annotation, prov:Entity",viewsari:textchunk_6827,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6828,"oa:Annotation, prov:Entity",viewsari:textchunk_6828,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6829,"oa:Annotation, prov:Entity",viewsari:textchunk_6829,himself,viewsari:named_entity_recognition_run_1
viewsari:annotation_6830,"oa:Annotation, prov:Entity",viewsari:textchunk_6830,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6831,"oa:Annotation, prov:Entity",viewsari:textchunk_6831,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6832,"oa:Annotation, prov:Entity",viewsari:textchunk_6832,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6833,"oa:Annotation, prov:Entity",viewsari:textchunk_6833,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6834,"oa:Annotation, prov:Entity",viewsari:textchunk_6834,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6835,"oa:Annotation, prov:Entity",viewsari:textchunk_6835,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6836,"oa:Annotation, prov:Entity",viewsari:textchunk_6836,I,viewsari:named_entity_recognition_run_1
viewsari:annotation_6837,"oa:Annotation, prov:Entity",viewsari:textchunk_6837,I,viewsari:named_entity_recognition_run_1
viewsari:annotation_6838,"oa:Annotation, prov:Entity",viewsari:textchunk_6838,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6839,"oa:Annotation, prov:Entity",viewsari:textchunk_6839,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6840,"oa:Annotation, prov:Entity",viewsari:textchunk_6840,Michelagnolo Buonarroti,viewsari:named_entity_recognition_run_1
viewsari:annotation_6841,"oa:Annotation, prov:Entity",viewsari:textchunk_6841,Michelagnolo,viewsari:named_entity_recognition_run_1
viewsari:annotation_6842,"oa:Annotation, prov:Entity",viewsari:textchunk_6842,Filippino,viewsari:named_entity_recognition_run_1
viewsari:annotation_6843,"oa:Annotation, prov:Entity",viewsari:textchunk_6843,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6844,"oa:Annotation, prov:Entity",viewsari:textchunk_6844,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6845,"oa:Annotation, prov:Entity",viewsari:textchunk_6845,Filippino,viewsari:named_entity_recognition_run_1
viewsari:annotation_6846,"oa:Annotation, prov:Entity",viewsari:textchunk_6846,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6847,"oa:Annotation, prov:Entity",viewsari:textchunk_6847,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6848,"oa:Annotation, prov:Entity",viewsari:textchunk_6848,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6849,"oa:Annotation, prov:Entity",viewsari:textchunk_6849,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6850,"oa:Annotation, prov:Entity",viewsari:textchunk_6850,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6851,"oa:Annotation, prov:Entity",viewsari:textchunk_6851,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6852,"oa:Annotation, prov:Entity",viewsari:textchunk_6852,The same man,viewsari:named_entity_recognition_run_1
viewsari:annotation_6853,"oa:Annotation, prov:Entity",viewsari:textchunk_6853,Raffaello da Urbino,viewsari:named_entity_recognition_run_1
viewsari:annotation_6854,"oa:Annotation, prov:Entity",viewsari:textchunk_6854,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6855,"oa:Annotation, prov:Entity",viewsari:textchunk_6855,Pietro's,viewsari:named_entity_recognition_run_1
viewsari:annotation_6856,"oa:Annotation, prov:Entity",viewsari:textchunk_6856,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6857,"oa:Annotation, prov:Entity",viewsari:textchunk_6857,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6858,"oa:Annotation, prov:Entity",viewsari:textchunk_6858,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6859,"oa:Annotation, prov:Entity",viewsari:textchunk_6859,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6860,"oa:Annotation, prov:Entity",viewsari:textchunk_6860,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6861,"oa:Annotation, prov:Entity",viewsari:textchunk_6861,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6862,"oa:Annotation, prov:Entity",viewsari:textchunk_6862,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6863,"oa:Annotation, prov:Entity",viewsari:textchunk_6863,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6864,"oa:Annotation, prov:Entity",viewsari:textchunk_6864,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6865,"oa:Annotation, prov:Entity",viewsari:textchunk_6865,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6866,"oa:Annotation, prov:Entity",viewsari:textchunk_6866,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6867,"oa:Annotation, prov:Entity",viewsari:textchunk_6867,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6868,"oa:Annotation, prov:Entity",viewsari:textchunk_6868,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6869,"oa:Annotation, prov:Entity",viewsari:textchunk_6869,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6870,"oa:Annotation, prov:Entity",viewsari:textchunk_6870,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6871,"oa:Annotation, prov:Entity",viewsari:textchunk_6871,He,viewsari:named_entity_recognition_run_1
viewsari:annotation_6872,"oa:Annotation, prov:Entity",viewsari:textchunk_6872,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6873,"oa:Annotation, prov:Entity",viewsari:textchunk_6873,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6874,"oa:Annotation, prov:Entity",viewsari:textchunk_6874,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6875,"oa:Annotation, prov:Entity",viewsari:textchunk_6875,He,viewsari:named_entity_recognition_run_1
viewsari:annotation_6876,"oa:Annotation, prov:Entity",viewsari:textchunk_6876,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6877,"oa:Annotation, prov:Entity",viewsari:textchunk_6877,He,viewsari:named_entity_recognition_run_1
viewsari:annotation_6878,"oa:Annotation, prov:Entity",viewsari:textchunk_6878,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6879,"oa:Annotation, prov:Entity",viewsari:textchunk_6879,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6880,"oa:Annotation, prov:Entity",viewsari:textchunk_6880,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6881,"oa:Annotation, prov:Entity",viewsari:textchunk_6881,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6882,"oa:Annotation, prov:Entity",viewsari:textchunk_6882,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6883,"oa:Annotation, prov:Entity",viewsari:textchunk_6883,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6884,"oa:Annotation, prov:Entity",viewsari:textchunk_6884,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6885,"oa:Annotation, prov:Entity",viewsari:textchunk_6885,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6886,"oa:Annotation, prov:Entity",viewsari:textchunk_6886,his master,viewsari:named_entity_recognition_run_1
viewsari:annotation_6887,"oa:Annotation, prov:Entity",viewsari:textchunk_6887,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6888,"oa:Annotation, prov:Entity",viewsari:textchunk_6888,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6889,"oa:Annotation, prov:Entity",viewsari:textchunk_6889,Pietro's,viewsari:named_entity_recognition_run_1
viewsari:annotation_6890,"oa:Annotation, prov:Entity",viewsari:textchunk_6890,Pietro himself,viewsari:named_entity_recognition_run_1
viewsari:annotation_6891,"oa:Annotation, prov:Entity",viewsari:textchunk_6891,himself,viewsari:named_entity_recognition_run_1
viewsari:annotation_6892,"oa:Annotation, prov:Entity",viewsari:textchunk_6892,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6893,"oa:Annotation, prov:Entity",viewsari:textchunk_6893,Pietro's,viewsari:named_entity_recognition_run_1
viewsari:annotation_6894,"oa:Annotation, prov:Entity",viewsari:textchunk_6894,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6895,"oa:Annotation, prov:Entity",viewsari:textchunk_6895,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6896,"oa:Annotation, prov:Entity",viewsari:textchunk_6896,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6897,"oa:Annotation, prov:Entity",viewsari:textchunk_6897,His,viewsari:named_entity_recognition_run_1
viewsari:annotation_6898,"oa:Annotation, prov:Entity",viewsari:textchunk_6898,Pinturicchio,viewsari:named_entity_recognition_run_1
viewsari:annotation_6899,"oa:Annotation, prov:Entity",viewsari:textchunk_6899,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6900,"oa:Annotation, prov:Entity",viewsari:textchunk_6900,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6901,"oa:Annotation, prov:Entity",viewsari:textchunk_6901,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6902,"oa:Annotation, prov:Entity",viewsari:textchunk_6902,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6903,"oa:Annotation, prov:Entity",viewsari:textchunk_6903,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6904,"oa:Annotation, prov:Entity",viewsari:textchunk_6904,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6905,"oa:Annotation, prov:Entity",viewsari:textchunk_6905,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6906,"oa:Annotation, prov:Entity",viewsari:textchunk_6906,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6907,"oa:Annotation, prov:Entity",viewsari:textchunk_6907,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_6908,"oa:Annotation, prov:Entity",viewsari:textchunk_6908,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6909,"oa:Annotation, prov:Entity",viewsari:textchunk_6909,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6910,"oa:Annotation, prov:Entity",viewsari:textchunk_6910,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6911,"oa:Annotation, prov:Entity",viewsari:textchunk_6911,L'Ingegno,viewsari:named_entity_recognition_run_1
viewsari:annotation_6912,"oa:Annotation, prov:Entity",viewsari:textchunk_6912,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6913,"oa:Annotation, prov:Entity",viewsari:textchunk_6913,the poor fellow,viewsari:named_entity_recognition_run_1
viewsari:annotation_6914,"oa:Annotation, prov:Entity",viewsari:textchunk_6914,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6915,"oa:Annotation, prov:Entity",viewsari:textchunk_6915,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_6916,"oa:Annotation, prov:Entity",viewsari:textchunk_6916,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6917,"oa:Annotation, prov:Entity",viewsari:textchunk_6917,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6918,"oa:Annotation, prov:Entity",viewsari:textchunk_6918,Pietro,viewsari:named_entity_recognition_run_1
viewsari:annotation_6919,"oa:Annotation, prov:Entity",viewsari:textchunk_6919,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6920,"oa:Annotation, prov:Entity",viewsari:textchunk_6920,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6921,"oa:Annotation, prov:Entity",viewsari:textchunk_6921,his master,viewsari:named_entity_recognition_run_1
viewsari:annotation_6922,"oa:Annotation, prov:Entity",viewsari:textchunk_6922,Girolamo Campagnola,viewsari:named_entity_recognition_run_1
viewsari:annotation_6923,"oa:Annotation, prov:Entity",viewsari:textchunk_6923,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6924,"oa:Annotation, prov:Entity",viewsari:textchunk_6924,"Stefano Veronese, of whom I gave some account in the Life of Agnolo Gaddi",viewsari:named_entity_recognition_run_1
viewsari:annotation_6925,"oa:Annotation, prov:Entity",viewsari:textchunk_6925,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6926,"oa:Annotation, prov:Entity",viewsari:textchunk_6926,Stefano,viewsari:named_entity_recognition_run_1
viewsari:annotation_6927,"oa:Annotation, prov:Entity",viewsari:textchunk_6927,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6928,"oa:Annotation, prov:Entity",viewsari:textchunk_6928,this man,viewsari:named_entity_recognition_run_1
viewsari:annotation_6929,"oa:Annotation, prov:Entity",viewsari:textchunk_6929,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6930,"oa:Annotation, prov:Entity",viewsari:textchunk_6930,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6931,"oa:Annotation, prov:Entity",viewsari:textchunk_6931,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6932,"oa:Annotation, prov:Entity",viewsari:textchunk_6932,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6933,"oa:Annotation, prov:Entity",viewsari:textchunk_6933,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6934,"oa:Annotation, prov:Entity",viewsari:textchunk_6934,Stefano,viewsari:named_entity_recognition_run_1
viewsari:annotation_6935,"oa:Annotation, prov:Entity",viewsari:textchunk_6935,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6936,"oa:Annotation, prov:Entity",viewsari:textchunk_6936,Stefano,viewsari:named_entity_recognition_run_1
viewsari:annotation_6937,"oa:Annotation, prov:Entity",viewsari:textchunk_6937,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6938,"oa:Annotation, prov:Entity",viewsari:textchunk_6938,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6939,"oa:Annotation, prov:Entity",viewsari:textchunk_6939,Stefano,viewsari:named_entity_recognition_run_1
viewsari:annotation_6940,"oa:Annotation, prov:Entity",viewsari:textchunk_6940,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6941,"oa:Annotation, prov:Entity",viewsari:textchunk_6941,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6942,"oa:Annotation, prov:Entity",viewsari:textchunk_6942,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6943,"oa:Annotation, prov:Entity",viewsari:textchunk_6943,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6944,"oa:Annotation, prov:Entity",viewsari:textchunk_6944,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6945,"oa:Annotation, prov:Entity",viewsari:textchunk_6945,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6946,"oa:Annotation, prov:Entity",viewsari:textchunk_6946,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6947,"oa:Annotation, prov:Entity",viewsari:textchunk_6947,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6948,"oa:Annotation, prov:Entity",viewsari:textchunk_6948,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6949,"oa:Annotation, prov:Entity",viewsari:textchunk_6949,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6950,"oa:Annotation, prov:Entity",viewsari:textchunk_6950,He,viewsari:named_entity_recognition_run_1
viewsari:annotation_6951,"oa:Annotation, prov:Entity",viewsari:textchunk_6951,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6952,"oa:Annotation, prov:Entity",viewsari:textchunk_6952,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6953,"oa:Annotation, prov:Entity",viewsari:textchunk_6953,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6954,"oa:Annotation, prov:Entity",viewsari:textchunk_6954,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6955,"oa:Annotation, prov:Entity",viewsari:textchunk_6955,Donatello,viewsari:named_entity_recognition_run_1
viewsari:annotation_6956,"oa:Annotation, prov:Entity",viewsari:textchunk_6956,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6957,"oa:Annotation, prov:Entity",viewsari:textchunk_6957,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6958,"oa:Annotation, prov:Entity",viewsari:textchunk_6958,the same Stefano,viewsari:named_entity_recognition_run_1
viewsari:annotation_6959,"oa:Annotation, prov:Entity",viewsari:textchunk_6959,the same man,viewsari:named_entity_recognition_run_1
viewsari:annotation_6960,"oa:Annotation, prov:Entity",viewsari:textchunk_6960,Stefano,viewsari:named_entity_recognition_run_1
viewsari:annotation_6961,"oa:Annotation, prov:Entity",viewsari:textchunk_6961,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6962,"oa:Annotation, prov:Entity",viewsari:textchunk_6962,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6963,"oa:Annotation, prov:Entity",viewsari:textchunk_6963,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6964,"oa:Annotation, prov:Entity",viewsari:textchunk_6964,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6965,"oa:Annotation, prov:Entity",viewsari:textchunk_6965,Stefano,viewsari:named_entity_recognition_run_1
viewsari:annotation_6966,"oa:Annotation, prov:Entity",viewsari:textchunk_6966,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6967,"oa:Annotation, prov:Entity",viewsari:textchunk_6967,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6968,"oa:Annotation, prov:Entity",viewsari:textchunk_6968,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6969,"oa:Annotation, prov:Entity",viewsari:textchunk_6969,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6970,"oa:Annotation, prov:Entity",viewsari:textchunk_6970,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_6971,"oa:Annotation, prov:Entity",viewsari:textchunk_6971,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6972,"oa:Annotation, prov:Entity",viewsari:textchunk_6972,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6973,"oa:Annotation, prov:Entity",viewsari:textchunk_6973,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6974,"oa:Annotation, prov:Entity",viewsari:textchunk_6974,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6975,"oa:Annotation, prov:Entity",viewsari:textchunk_6975,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6976,"oa:Annotation, prov:Entity",viewsari:textchunk_6976,Aldigieri,viewsari:named_entity_recognition_run_1
viewsari:annotation_6977,"oa:Annotation, prov:Entity",viewsari:textchunk_6977,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6978,"oa:Annotation, prov:Entity",viewsari:textchunk_6978,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6979,"oa:Annotation, prov:Entity",viewsari:textchunk_6979,"Jacopo Avanzi, a painter of Bologna",viewsari:named_entity_recognition_run_1
viewsari:annotation_6980,"oa:Annotation, prov:Entity",viewsari:textchunk_6980,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6981,"oa:Annotation, prov:Entity",viewsari:textchunk_6981,The same Jacopo,viewsari:named_entity_recognition_run_1
viewsari:annotation_6982,"oa:Annotation, prov:Entity",viewsari:textchunk_6982,Jacopo Avanzi,viewsari:named_entity_recognition_run_1
viewsari:annotation_6983,"oa:Annotation, prov:Entity",viewsari:textchunk_6983,Jacopo Avanzi,viewsari:named_entity_recognition_run_1
viewsari:annotation_6984,"oa:Annotation, prov:Entity",viewsari:textchunk_6984,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6985,"oa:Annotation, prov:Entity",viewsari:textchunk_6985,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_6986,"oa:Annotation, prov:Entity",viewsari:textchunk_6986,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_6987,"oa:Annotation, prov:Entity",viewsari:textchunk_6987,Aldigieri,viewsari:named_entity_recognition_run_1
viewsari:annotation_6988,"oa:Annotation, prov:Entity",viewsari:textchunk_6988,Aldigieri,viewsari:named_entity_recognition_run_1
