pages,paragraph_id,text 
78,113,"Messer Giorgio, Dear Friend,"
79,114,"Concerning the staircase for the library, of which so much has been said to me, you may believe that if I could remember how I had designed it, I would not need to be entreated. There does, indeed, come back to my mind, like a dream, a certain staircase; but I do not believe that it is exactly the one which I conceived at that time, because it comes out so stupid. However, I will describe it here. Take a quantity of oval boxes, each one palm in depth, but not of equal length and breadth. The first and largest place on the pavement at such a distance from the wall of the door as may make the staircase easy or steep, according to  your pleasure. Upon this place another, which must be so much smaller in every direction as to leave on the first one below as much space as the foot requires in ascending; diminishing and drawing back the steps one after another towards the door, in accord with the ascent. And the diminution of the last step must reduce it to the proportion of the space of the door. The said part of the staircase with the oval steps must have two wings, one on one side and one on the other, with corresponding steps but not oval. Of these the central flight shall serve as the principal staircase, and from the centre of the staircase to the top the curves of the said wings shall meet the wall; but from the centre down to the pavement they shall stand, together with the whole staircase, at a distance of about three palms from the wall, in such a manner that the basement of the vestibule shall not be obstructed in any part, and every face shall be left free. I am writing nonsense; but I know well that you will find something to your purpose."""
79,115,"Michelagnolo also wrote to Vasari in those days that Julius III being dead, and Marcellus elected, the faction that was against him, in consequence of the election of the new Pontiff, had again begun to harass him. Which hearing, and not liking these ways, the Duke caused Giorgio to write and tell him that he should leave Rome and come to live in Florence, where the Duke did not desire more than his advice and designs at times for his buildings, and that he would receive from that lord all that he might desire, without doing anything with his own hand. Again, there were carried to him by M. Leonardo Marinozzi, the private Chamberlain of Duke Cosimo, letters written by his Excellency; and so also by Vasari. But then, Marcellus being dead, and Paul IV having been elected, by whom once again numerous offers had been made to him from the very beginning, when he went to kiss his feet, the desire to finish the fabric of S. Pietro, and the obligation by which he thought himself bound to that task, kept him back; and, employing certain excuses, he wrote to the Duke that for the time being he was not able to serve him, and to Vasari a letter in these very words:"
80,116,"Messer Giorgio, my dear Friend,"
80,117,"call God to witness how it was against my will and under the strongest compulsion that I was set to the building of S. Pietro in Rome by Pope Paul III, ten years ago. Had they continued to work at that fabric up to the present day, as they were doing then, I would now have reached such a point in the undertaking that I might be thinking of returning home; but for want of money it has been much retarded, and is still being retarded at the time when it has reached the most laborious and difficult stage, insomuch that to abandon it now would be nothing short of the greatest possible disgrace and sin, losing the reward of the labours that I have endured in those ten years for the love of God. I have made you this discourse in answer to your letter, and also because I have a letter from the Duke that has made me marvel much that his Excellency should have deigned to write so graciously; for which I thank God and his Excellency to the best of my power and knowledge. I wander from the subject, because I have lost my memory and my wits, and writing is a great affliction to me, for it is not my art. The conclusion is this: to make you understand what would be the result if I were to abandon the fabric and depart from Rome; firstly, I would please a number of thieves, and secondly, I would be the cause of its ruin, and perhaps, also, of its being suspended for ever."""
81,118,"Continuing to write to Giorgio, Michelagnolo said to him, to excuse himself with the Duke, that he had a house and many convenient things at his disposal in Rome, which were worth thousands of crowns, in addition to being in danger of his life from disease of the kidneys, colic, and the stone, as happens to every old person, and as could be proved by Maestro Realdo, his physician, from whom he congratulated himself on having his life, after God; that for these reasons he was not able to leave Rome, and, finally, that he had no heart for anything but death. He besought Vasari, as he did in several other letters that Giorgio has by his hand, that he should recommend him to the Duke for pardon, in addition to what he wrote to the Duke, as I have said, to excuse himself. If Michelagnolo had been able to ride, he would have gone straightway to Florence, whence, I believe, he would never have consented to depart  in order to return to Rome, so much was he influenced by the tenderness and love that he felt for the Duke; but meanwhile he gave his attention to working at many parts of the above-named fabric, in order so to fix the form that it might never again be changed. During this time certain persons had informed him that Pope Paul IV was minded to make him alter the façade of the chapel where the Last Judgment is, because, he said, those figures showed their nakedness too shamelessly. When, therefore, the mind of the Pope was made known to Michelagnolo, he answered: ""Tell the Pope that it is no great affair, and that it can be altered with ease. Let him put the world right, and every picture will be put right in a moment."" The office of the Chancellery of Rimini was taken away from Michelagnolo, but he would never speak of this to the Pope, who did not know it; and it was taken away from him by the Pope's Cup-bearer, who sought to have a hundred crowns a month given to him in respect of the fabric of S. Pietro, and caused a month's payment to be taken to his house, but Michelagnolo would not accept it. In the same year took place the death of Urbino, his servant, or rather, as he may be called, and as he had been, his companion. This man came to live with Michelagnolo in Florence in the year 1530, after the siege was finished, when his disciple Antonio Mini went to France; and he rendered very faithful service to Michelagnolo, insomuch that in twenty-six years that faithful and intimate service brought it about that Michelagnolo made him rich and so loved him, that in this, Urbino's last illness, old as he was, he nursed him and slept in his clothes at night to watch over him. Wherefore, after he was dead, Vasari wrote to Michelagnolo to console him, and he answered in these words:"
81,119,"My dear Messer Giorgio,"
82,120,"am scarce able to write, but, in reply to your letter, I shall say something. You know how Urbino died, wherein God has shown me very great grace, although it is also a grave loss and an infinite grief to me. This grace is that whereas when living he kept me alive, dying he has taught me to die not with regret, but with a desire for death. I have had him twenty-six years, and have found him a very rare and  faithful servant; and now, when I had made him rich and was looking to him as the staff and repose of my old age, he has flown from me, nor is any hope left to me but to see him again in Paradise. And of this God has granted a sign in the happy death that he died, in that dying grieved him much less than leaving me in this traitorous world with so many afflictions; although the greater part of me is gone with him, and nothing is left me but infinite misery. I commend myself to you."""
82,121,"Michelagnolo was employed in the time of Pope Paul IV on many parts of the fortifications of Rome, and also by Salustio Peruzzi, to whom that Pope, as has been related elsewhere, had given the charge of executing the great portal of the Castello di S. Angelo, which is now half ruined; and he occupied himself in distributing the statues of that work, examining the models of the sculptors, and correcting them. At that time the French army approached near to Rome, and Michelagnolo thought that he was like to come to an evil end together with that city; whereupon he resolved to fly from Rome with Antonio Franzese of Castel Durante, whom Urbino at his death had left in his house as his servant, and went secretly to the mountains of Spoleto, where he visited certain seats of hermits. Meanwhile Vasari wrote to him, sending him a little work that Carlo Lenzoni, a citizen of Florence, had left at his death to Messer Cosimo Bartoli, who was to have it printed and dedicated to Michelagnolo; which, when it was finished, Vasari sent in those days to Michelagnolo, and he, having received it, answered thus:"
82,122,"September 18, 1556."
82,123,"Messer Giorgio, dear Friend,"
82,124,"have received Messer Cosimo's little book, which you send to me, and this shall be a letter of thanks. I pray you to give them to him, and send him my compliments."
82,125,"have had in these days great discomfort and expense, but also great pleasure, in visiting the hermits in the mountains of Spoleto, insomuch that less than half of me has returned to Rome, seeing that in truth there is no peace to be found save in the woods. I have nothing more to tell you. I am glad that you are well and happy, and I commend myself to you."""
83 84,126,"Michelagnolo used to work almost every day, as a pastime, at that block with the four figures of which we have already spoken; which block he broke into pieces at this time for these reasons, either because it was hard and full of emery, and the chisel often struck sparks from it, or it may have been that the judgment of the man was so great that he was never content with anything that he did. A proof that this is true is that there are few finished statues to be seen out of all that he executed in the prime of his manhood, and that those completely finished were executed by him in his youth, such as the Bacchus, the Pietà in S. Maria della Febbre, the Giant of Florence, and the Christ of the Minerva, which it would not be possible to increase or diminish by as little as a grain of millet without spoiling them; and the others, with the exception of the Dukes Giuliano and Lorenzo, Night, Dawn, and Moses, with the other two, the whole number of these statues not amounting in all to eleven, the others, I say, were all left unfinished, and, moreover, they are many, Michelagnolo having been wont to say that if he had had to satisfy himself in what he did, he would have sent out few, nay, not one. For he had gone so far with his art and judgment, that, when he had laid bare a figure and had perceived in it the slightest degree of error, he would set it aside and run to lay his hand on another block of marble, trusting that the same would not happen to the new block; and he often said that this was the reason that he gave for having executed so few statues and pictures. This Pietà, when it was broken, he presented to Francesco Bandini. Now at this time Tiberio Calcagni, a Florentine sculptor, had become much the friend of Michelagnolo by means of Francesco Bandini and Messer Donato Giannotti; and being one day in Michelagnolo's house, where there was the Pietà, all broken, after a long conversation he asked him for what reason he had broken it up and destroyed labours so marvellous, and he answered that the reason was the importunity of his servant Urbino, who kept urging him every day to finish it, besides which, among other things, a piece of one of the elbows of the Madonna had been broken off, and even before that he had taken an aversion to it, and had had many misfortunes with it by reason of a flaw that was in the marble, so that he lost his patience and began to break it up; and he  would have broken it altogether into pieces if his servant Antonio had not besought him that he should present it to him as it was. Whereupon Tiberio, having heard this, spoke to Bandini, who desired to have something by the hand of Michelagnolo, and Bandini contrived that Tiberio should promise to Antonio two hundred crowns of gold, and prayed Michelagnolo to consent that Tiberio should finish it for Bandini with the assistance of models by his hand, urging that thus his labour would not be thrown away. Michelagnolo was satisfied, and then made them a present of it. The work was carried away immediately, and then put together again and reconstructed with I know not what new pieces by Tiberio; but it was left unfinished by reason of the death of Bandini, Michelagnolo, and Tiberio. At the present day it is in the possession of Pier Antonio Bandini, the son of Francesco, at his villa on Monte Cavallo. But to return to Michelagnolo; it became necessary to find some work in marble on which he might be able to pass some time every day with the chisel, and another piece of marble was put before him, from which another Pietà had been already blocked out, different from the first and much smaller."
84,127,"There had entered into the service of Paul IV, and also into the charge of the fabric of S. Pietro, the architect Pirro Ligorio, and he was now once more harassing Michelagnolo, going about saying that he had sunk into his second childhood. Wherefore, angered by such treatment, he would willingly have returned to Florence, and, having delayed to return, he was again urged in letters by Giorgio, but he knew that he was too old, having now reached the age of eighty-one. Writing at that time to Vasari by his courier, and sending him various spiritual sonnets, he said that he was come to the end of his life, that he must be careful where he directed his thoughts, that by reading he would see that he was at his last hour, and that there arose in his mind no thought upon which was not graved the image of death; and in one letter he said:"
85,128,"It is God's will, Vasari, that I should continue to live in misery for some years. I know that you will tell me that I am an old fool to wish to write sonnets, but since many say that I am in my second childhood, I have sought to act accordingly. By your letter I see the love  that you bear me, and you may take it as certain that I would be glad to lay these feeble bones of mine beside those of my father, as you beg me to do; but by departing from here I would be the cause of the utter ruin of the fabric of S. Pietro, which would be a great disgrace and a very grievous sin. However, when it is so firmly established that it can never be changed, I hope to do all that you ask me, if it be not a sin to keep in anxious expectation certain gluttons that await my immediate departure."""
85,129,"With this letter was the following sonnet, also written in his own hand:"
85,130,"Giunto è già 'l corso della vita mia     Con tempestoso mar' per fragil barca     Al comun porto, ov'a render' si varca     Conto e ragion' d'ogni opra trista e pia. Onde l'affetuosa fantasia,     Che l'arte mi fece idolo e monarca,     Conosco or' ben' quant'era d'error' carca,     E quel ch'a mal suo grado ognun' desia. Gli amorosi pensier' già vani e lieti     Che sien'or', s'a due morti mi avvicino?     D'una so certo, e l'altra mi minaccia. Nè pinger' nè scolpir' sia più che quieti     L'anima volta a quello Amor Divino     Ch'aperse a prender' noi in Croce le braccia."
86,131,"Whereby it was evident that he was drawing towards God, abandoning the cares of art on account of the persecution of his malignant fellow-craftsmen, and also through the fault of certain overseers of the fabric, who would have liked, as he used to say, to dip their hands in the chest. By order of Duke Cosimo, a reply was written to Michelagnolo by Vasari in a letter of few words, exhorting him to repatriate himself, with a sonnet corresponding in the rhymes. Michelagnolo would willingly have left Rome, but he was so weary and aged, that although, as will be told below, he was determined to go back, while the spirit was willing the flesh was weak, and that kept him in Rome. It happened in June of the year 1557, he having made a model for the vault that was to cover the apse, which was being built of travertine in the Chapel of the King, that, from his not being able to go there as he had been wont, an error arose,  in that the capomaestro took the measurements over the whole body of the vault with one single centre, whereas there should have been a great number; and Michelagnolo, as the friend and confidant of Vasari, sent him designs by his own hand, with these words written at the foot of two of them:"
86,132,"The centre marked with red was used by the capomaestro over the body of the whole vault; then, when he began to pass to the half-circle, which is at the summit of the vault, he became aware of the error which that centre was producing, as may be seen here in the design, marked in black. With this error the vault has gone so far forward, that we have to displace a great number of stones, for in that vault there is being placed no brick-work, but all travertine, and the diameter of the circle, without the cornice that borders it, is twenty-two palms. This error, after I had made an exact model, as I do of everything, has been caused by my not being able, on account of my old age, to go there often; so that, whereas I believed that the vault was now finished, it will not be finished all this winter, and, if it were possible to die of shame and grief, I should not be alive now. I pray you account to the Duke for my not being at this moment in Florence."""
86,133,"And continuing in the other design, where he had drawn the plan, he said this:"
86,134,"Messer Giorgio,"
87,135,"To the end that it may be easier to understand the difficulty of the vault by observing its rise from the level of the ground, let me explain that I have been forced to divide it into three vaults, corresponding to the windows below divided by pilasters; and you see that they go pyramidally into the centre of the summit of the vault, as also do the base and sides of the same. It was necessary to regulate them with an infinite number of centres, and there are in them so many changes in various directions, from point to point, that no fixed rule can be maintained. And the circles and squares that come in the middle of their deepest parts have to diminish and increase in so many directions, and to go to so many points, that it is a difficult thing to find the true method.  Nevertheless, having the model, such as I make for everything, they should never have committed so great an error as to seek to regulate with one single centre all those three shells; whence it has come about that we have been obliged with shame and loss to pull down, as we are still doing, a great number of stones. The vault, with its sections and hewn stone-work, is all of travertine, like all the rest below; a thing not customary in Rome."""
87,136,"Michelagnolo was excused by Duke Cosimo, hearing of these misfortunes, from coming to Florence; the Duke saying to him that his contentment and the continuation of S. Pietro were more dear to him than anything in the world, and that he should rest in peace. Whereupon Michelagnolo wrote to Vasari, on the same sheet in which he thanked the Duke to the best of his power and knowledge for such kindness, saying, ""God give me grace that I may be able to serve him with this my poor person, for my memory and my brain are gone to await him elsewhere."" The date of this letter was August in the year 1557. Thus, then, Michelagnolo learned that the Duke esteemed his life and his honour more than he did himself, who so revered him. All these things, and many more that it is not necessary to mention, we have in our possession, written in his hand."
88,137,"Michelagnolo by this time was reduced to a feeble condition, and it was evident that little was being done in S. Pietro, now that he had carried on a great part of the frieze of the windows within, and of the double columns without, which curve above the great round cornice[4] where the cupola is to be placed, as will be related; and he was exhorted and urged by his greatest friends, such as the Cardinal of Carpi, Messer Donato Giannotti, Francesco Bandini, Tommaso de' Cavalieri, and Lottino that, since he saw the delay in the raising of the cupola, he should at least make a model of it. He stayed many months without making up his mind to this, but in the end he made a beginning, and then little by little constructed a small model in clay, from which, as an exemplar, and from the plans and profiles that he had drawn, it might be possible afterwards  to make a larger one of wood. This, having made a beginning with it, he caused to be constructed in little more than a year by Maestro Giovanni Franzese, with much study and pains; and he made it on such a scale that the smaller proportions of the model, measured by the old Roman palm, corresponded with complete exactness to those of the large work, he having fashioned with diligence in that model all the members of columns, bases, capitals, doors, windows, cornices, projections, and likewise every least thing, knowing that in such a work no less should be done, for in all Christendom, nay, in all the world, there is not to be found or seen any fabric more ornate or more grand. And I cannot but think that, if we have given up time to noting smaller things, it is even more useful, and also our duty, to describe this manner of design for building the structure of this tribune with the form, order, and method that Michelagnolo thought to give it; wherefore with such brevity as we may we will give a simple description of it, to the end that, if it should ever be the fate of this work, which God forbid, to be disturbed by the envy and malice of presumptuous persons after the death of Michelagnolo, even as we have seen it disturbed up to the present during his lifetime, these my writings, such as they may be, may be able to assist the faithful who are to be the executors of the mind of that rare man, and also to restrain the malignant desires of those who may seek to alter it, and so at one and the same time assist, delight, and open the minds of those beautiful intellects that are the friends of this profession and regard it as their joy."
89 90 91,138,"must begin by saying that according to this model, made under the direction of Michelagnolo, I find that in the great work the whole space within the tribune will be one hundred and eighty-six palms, speaking of its width from wall to wall above the great cornice of travertine that curves in a round in the interior, resting on the four great double piers that rise from the ground with their capitals carved in the Corinthian Order, accompanied by their architrave, frieze, and cornice, likewise of travertine; which great cornice, curving right round over the great niches, rests supported upon the four great arches of the three niches and of the entrance, which form the cross of the building. Then there begins to  spring the first part of the tribune, the rise of which commences in a basement of travertine with a platform six palms broad, where one can walk; and this basement curves in a round in the manner of a well, and its thickness is thirty-three palms and eleven inches, the height to the cornice eleven palms and ten inches, the cornice over it about eight palms, and its projection six and a half palms. Into this basement you enter, in order to ascend the tribune, by four entrances that are over the arches of the niches, and the thickness of the basement is divided into three parts; that on the inner side is fifteen palms, that on the outer side is eleven palms, and that in the centre is seven palms and eleven inches, which make up the thickness of thirty-three palms and eleven inches. The space in the centre is hollow and serves as a passage, which is two squares in height and curves in a continuous round, with a barrel-shaped vault; and in line with the four entrances are eight doors, each of which rises in four steps, one of them leading to the level platform of the cornice of the first basement, six palms and a half in breadth, and another leading to the inner cornice that curves round the tribune, eight palms and three-quarters broad, on which platforms, by each door, you can walk conveniently both within and without the edifice, and from one entrance to another in a curve of two hundred and one palms, so that, the sections being four, the whole circuit comes to be eight hundred and four palms. We now have to ascend from the level of this basement, upon which rest the columns and pilasters, and which forms the frieze of the windows within all the way round, being fourteen palms and one inch in height, and around it, on the outer side, there is at the foot a short order of cornice-work, and so also at the top, which does not project more than ten inches, and all of travertine; and so in the thickness of the third part, above that on the inner side, which we have described as fifteen palms thick, there is made in every quarter-section a staircase, one half of which ascends in one direction and the second half in another, the width being four palms and a quarter; and this staircase leads to the level of the columns. Above this level there begin to rise, in line with the solid parts of the basement, eighteen large piers all of travertine, each adorned with two columns on the outer side and pilasters on the inner, as will be  described below, and between the piers are left the spaces where there are to be all the windows that are to give light to the tribune. These piers, on the sides pointing towards the central point of the tribune, are thirty-six palms in extent, and on the front sides nineteen and a half. Each of them, on the outer side, has two columns, the lowest dado of which is eight palms and three-quarters broad and one palm and a half high, the base five palms and eight inches broad and ... palms and eleven inches high, the shaft of the column forty-three and a half palms high, five palms and six inches thick at the foot and four palms and nine inches at the top, the Corinthian capital six palms and a half high, with the crown of mouldings nine palms. Of these columns three quarters are to be seen, and the other quarter is merged into the corner, with the accompaniment of the half of a pilaster that makes a salient angle on the inner side, and this is accompanied in the central inner space by the opening of an arched door, five palms wide and thirteen palms and five inches high, from the summit of which to the capitals of the pilasters and columns there is a filling of solid masonry, serving as a connection with two other pilasters that are similar to those that form a salient angle beside the columns. These two pilasters correspond to the others, and adorn the sides of sixteen windows that go right round the tribune, each with a light twelve palms and a half wide and about twenty-two palms high. These windows are to be adorned on the outer side with varied architraves two palms and three-quarters high, and on the inner side they are to be adorned with orders likewise varied, with pediments and quarter-rounds; and they are wide without and more narrow within, and so, also, they are sloped away at the foot of the inner side, so that they may give light over the frieze and cornice. Each of them is bordered by two flat pilasters that correspond in height to the columns without, so that there come to be thirty-six columns without and thirty-six pilasters within; over which pilasters is the architrave, which is four palms and three-quarters in height, the frieze four and a half, and the cornice four and two-thirds, with a projection of five palms; and above this is to go a range of balusters, so that one may be able to walk all the way round there with safety. And in order that it may be  possible to climb conveniently from the level where the columns begin, another staircase ascends in the same line within the thickness of the part that is fifteen palms wide, in the same manner and of the same width, with two branches or ascents, all the way up to the summit of the columns, with their capitals, architraves, friezes, and cornices; insomuch that, without obstructing the light of the windows, these stairs pass at the top into a spiral staircase of the same breadth, which finally reaches the level where the turning of the tribune is to begin."
91,139,"All this order, distribution, and ornamentation is so well varied, commodious, rich, durable, and strong, and serves so well to support the two vaults of the cupola that is to be turned upon it, that it is a very ingenious thing, and it is all so well considered and then executed in masonry, that there is nothing to be seen by the eyes of one who has knowledge and understanding that is more pleasing, more beautiful, or wrought with greater mastery, both on account of the binding together and mortising of the stones and because it has in it in every part strength and eternal life, and also because of the great judgment wherewith he contrived to carry away the rain-water by many hidden channels, and, finally, because he brought it to such perfection, that all other fabrics that have been built and seen up to the present day appear as nothing in comparison with the grandeur of this one. And it has been a very great loss that those whose duty it was did not put all their power into the undertaking, for the reason that, before death took away from us that rare man, we should have seen that beautiful and terrible structure already raised."
91,140,"Up to this point has Michelagnolo carried the masonry of the work; and it only remains to make a beginning with the vaulting of the tribune, of which, since the model has come down to us, we shall proceed to describe the design that he has left to the end that it may be carried out. He turned the curve of this vault on three points that make a triangle, in this manner:"
91,141," LIFE OF MICHELAGNOLO BUONARROTI PAINTER, SCULPTOR, AND ARCHITECT OF FLORENCE A   B  C"
92,142,"The point C, which is the lowest, is the principal one, wherewith he turned the first half-circle of the tribune, with which he gave the form, height  and breadth of this vault, which he ordered to be built entirely of bricks well baked and fired, laid herring-bone fashion. This shell he makes four palms and a half thick, and as thick at the top as at the foot, and leaving beside it, in the centre, a space four palms and a half wide at the foot, which is to serve for the ascent of the stairs that are to lead to the lantern, rising from the platform of the cornice where there are balusters. The arch of the interior of the other shell, which is to be wider at the foot and narrower at the top, is turned on the point marked B, and the thickness of the shell at the foot is four palms and a half. And the last arch, which is to be turned in order to make the exterior of the cupola, wider at the foot and narrowing towards the top, is to be raised on the point marked A, which arch turned, there remains at the top all the hollow space of the interior for the ascent of the stairs, which are eight palms high, so that one may climb them upright; and the thickness of that shell comes to diminish little by little, insomuch that, being as before four palms and a half at the foot, it decreases at the top to three palms and a half. And the outer shell comes to be so well bound to the inner shell with bonds and with the stairs, that the one supports the other; while of the eight parts into which the fabric is divided at the base, the four over the arches are left hollow, in order to put less weight upon the arches, and the other four are bound and chained together with bonds upon the piers, so that the structure may have everlasting life."
92,143,"The stairs in the centre between one shell and the other are constructed in this form; from the level where the springing of the vault begins they rise in each of the four sections, and each ascends from two entrances, the stairs intersecting one another in the form of an X, until they have covered the half of the arch marked C, on the upper side of the shell, when, having ascended straight up the half of that arch, the remaining space is then easily climbed circle after circle and step after step in a direct line, until finally one arrives at the eye of the cupola, where the rise of the lantern begins, around which, in accord with the diminution of the compartments that spring above the piers, there is a smaller range of double pilasters and windows similar to those that are constructed in the interior, as will be described below."
93,144,"Over the first great cornice within the tribune there begin at the foot the compartments for the recesses that are in the vault of the tribune, which are formed by sixteen projecting ribs. These at the foot are as broad as the breadth of the two pilasters which at the lower end border each window below the vault of the tribune, and they rise, diminishing pyramidally, as far as the eye of the lantern; at the foot they rest on pedestals of the same breadth and twelve palms high, and these pedestals rest on the level platform of the cornice which goes in a circle right round the tribune. Above this, in the recessed spaces between the ribs, there are eight large ovals, each twenty-nine palms high, and over them a number of straight-sided compartments that are wider at the foot and narrower at the top, and twenty-four palms high, and then, the ribs drawing together, there comes above each straight-sided compartment a round fourteen palms high; so that there come to be eight ovals, eight straight-sided compartments, and eight rounds, each range forming recesses that grow more shallow in succession. The ground of all these displays extraordinary richness, for Michelagnolo intended to make the ribs and the ornaments of the said ovals, straight-sided compartments, and rounds, all corniced in travertine."
94,145,"It remains for us to make mention of the surface and adornment of the arch on that side of the vault where the roofing is to go, which begins to rise from a base twenty-five palms and a half high, which has at the foot a basement that has a projection of two palms, as have the crowning mouldings at the top. The covering or roofing with which he proposed to cover it is of lead, such as covers the roof of the old S. Pietro at the present day, and is divided into sixteen sections from one solid base to another, each base beginning where the two columns end, which are one on either side of it. In each of these sections, in the centre, he made two windows to give light to the inner space where the ascent of the stairs is, between the two shells, so that in all they are thirty-two. These, by means of brackets that support a quarter-round, he made projecting from the roof in such a manner as to protect the lofty and novel view-point from the rain. In a line with the centre of the solid base between each two columns, above which was the crowning cornice,  sprang a rib, one to each, wider at the foot and narrowing at the top; in all sixteen ribs, five palms broad, in the centre of each of which was a quadrangular channel one palm and a half wide, within which is formed an ascent of steps about one palm high, by which to ascend or descend between the platform at the foot and the summit where the lantern begins. These are to be built of travertine and constructed with mortisings, to the end that the joins may be protected against water and ice during times of rain."
94,146,"The design for the lantern is reduced in the same proportion as all the rest of the work, so that, taking lines round the circumference, everything comes to diminish in exact accord, and with proportionate measurements it rises as a simple temple with round columns two by two, like those on the solid bases below. These have pilasters to correspond to them, and one can walk all the way round and see from the central spaces between the pilasters, where the windows are, the interior of the tribune and the church. Above this, architrave, frieze, and cornice curve in a round, projecting over each pair of columns; and over these columns, in a line with them, spring some caulicoles, which, together with some niches that divide them, rise to find the end of the lantern, which, beginning to draw together, grows gradually narrower for a third of its height, in the manner of a round pyramid, until it reaches the ball, upon which, as the final crown of the structure, goes the cross. Many particulars and minute details I might have mentioned, such as air-holes for protection against earthquakes, water-conduits, the various lights, and other conveniences, but I omit them because the work is not yet come to completion, being content to have touched on the principal parts as well as I have been able. For, since every part is in existence and can be seen, it is enough to have made this brief sketch, which is a great light to him who has no knowledge of the structure."
95,147,"The completion of this model caused the greatest satisfaction not only to all his friends, but to all Rome, the form of the fabric having been thus settled and established. It then came to pass that Paul IV died, and after him was elected Pius IV, who, while causing the building of the little palace in the wood of the Belvedere to be continued by Pirro Ligorio,  who remained architect to the Palace, made many gracious offers and advances to Michelagnolo. The Motu-proprio originally received by Michelagnolo from Paul III, and then from Julius III and Paul IV, in respect of the fabric of S. Pietro, he confirmed in his favour, and he restored to him a part of the revenues and allowances taken away by Paul IV, employing him in many of his works of building; and in his time he caused the fabric of S. Pietro to be carried on vigorously. He made use of Michelagnolo, in particular, in preparing a design for the tomb of the Marchese Marignano, his brother, which, destined to be erected in the Duomo of Milan, was allotted by his Holiness to the Chevalier Leone Lioni of Arezzo, a most excellent sculptor and much the friend of Michelagnolo; the form of which tomb will be described in the proper place."
95,148,"At this time the Chevalier Leone made a very lively portrait of Michelagnolo in a medal, and to please him he fashioned on the reverse a blind man led by a dog, with these letters around:"
95,149," LIFE OF MICHELAGNOLO BUONARROTI PAINTER, SCULPTOR, AND ARCHITECT OF FLORENCE DOCEBO INIQUOS VIAS TUAS, ET IMPII AD TE CONVERTENTUR."
95,150,"And Michelagnolo, since it pleased him much, presented him a model in wax of Hercules crushing Antæus, by his own hand, with certain of his designs. Of Michelagnolo we have no other portraits but two in painting, one by the hand of Bugiardini and the other by Jacopo del Conte, one in bronze executed in full-relief by Daniello Ricciarelli, and this one by the Chevalier Leone; from which portraits so many copies have been made, that I have seen a good number in many places in Italy and in foreign parts."
96,151,"The same year Cardinal Giovanni de' Medici, the son of Duke Cosimo, went to Rome to receive the hat from Pius IV, and it fell to Vasari, as his servant and familiar friend, to go with him; which Vasari went there willingly and stayed about a month, in order to enjoy Michelagnolo, who received him with great affection and was always with him. Vasari had taken with him, by order of his Excellency, a model in wood of the whole Ducal Palace of Florence, together with designs of the new apartments that had been built and painted by him; which Michelagnolo desired to see both in the model and in the designs, since, being old, he was not  able to see the works themselves. These works, which were abundant and well varied, with different inventions and fancies, began with the Castration of Uranus and continued in stories of Saturn, Ops, Ceres, Jove, Juno, and Hercules, each room having one of these names, with the stories in various compartments; even as the other chambers and halls, which were beneath these, had the names of the heroes of the House of Medici, beginning with the elder Cosimo, and continuing with Lorenzo, Leo X, Clement VII, Signor Giovanni, Duke Alessandro, and Duke Cosimo, in each of which were not only the stories of their actions, but also portraits of them, of their children, and of all the ancients renowned in statesmanship, in arms, and in letters, taken from the life. Of these Vasari had written a Dialogue in which he explained all the stories, the end of the whole invention, and how the fables above harmonized with the stories below; which was read to Michelagnolo by Annibale Caro, and he took the greatest pleasure in it. This Dialogue, when Vasari shall have more time, will be published."
96,152,"The result of all this was as follows. Vasari was desirous of setting his hand to the Great Hall, and since, as has been said elsewhere, the ceiling was low, making it stunted and wanting in lights, he had a desire to raise that ceiling. Now the Duke would not make up his mind to give him leave that it should be raised; not that the Duke feared the cost, as was seen afterwards, but rather the danger of raising the beams of the roof thirteen braccia. However, like a man of judgment, his Excellency consented that the advice of Michelagnolo should be taken, and Michelagnolo, having seen in that model the Hall as it then was, and afterwards, all the beams having been removed and replaced by other beams with a new invention in the ceiling and walls, the same Hall as it has since been made, with the invention of the stories likewise designed therein, liked it and straightway became not a judge but a supporter, and the rather as he saw the facile method of raising the beams and the roof, and the plan for executing the whole work in a short time. Wherefore, on Vasari's return, he wrote to the Duke that he should carry out that undertaking, since it was worthy of his greatness."
97,153,"The same year Duke Cosimo went to Rome with the Lady Duchess  Leonora, his consort, and Michelagnolo, after the Duke's arrival, went straightway to see him. The Duke, after receiving him with many endearments, caused him, out of respect for his great genius, to sit by his side, and with much familiarity talked to him of all that he had caused to be done in painting and sculpture at Florence, and also of all that he was minded to have done, and in particular of the Hall; and Michelagnolo again encouraged and reassured him in that matter, lamenting, since he loved that Lord, that he was not young enough to be able to serve him. His Excellency said that he had discovered the way to work porphyry, a thing which Michelagnolo could not believe, and the Duke therefore sent him, as has been related in the first chapter of the Treatise on Theory, the head of Christ wrought by the sculptor Francesco del Tadda, at which he was astonished; and he visited the Duke several times the while that he stayed in Rome, to his vast satisfaction. He did the same a short time afterwards when the most Illustrious Don Francesco de' Medici, the Duke's son, went there, in whom Michelagnolo took much delight from the marks of regard and affection shown to him by his most Illustrious Excellency, who spoke with him always cap in hand, having infinite reverence for so rare a man; and Michelagnolo wrote to Vasari that it vexed him to be old and infirm, for he would have liked to do something for that Lord, but he was going about trying to buy some beautiful antique to send to him in Florence."
