pages,paragraph_id,text 
39,70,"But to return to Francesco: he painted for the same church the panel-picture which is in the Chapel of the Counts Giusti, in which he depicted the Madonna, with S. Augustine and S. Martin in pontifical robes. And in the cloister he executed a Deposition from the Cross, with the Maries and other Saints, works in fresco which are much extolled in Verona. In the Church of the Vittoria he painted the Chapel of the Fumanelli, which is below the wall that supports the choir which was built by the Chevalier Messer Niccolò de' Medici; and a Madonna in fresco in the cloister. And afterwards he painted a portrait from life of Messer Antonio Fumanelli, a physician very famous for the works written by him in connection with his profession. He painted in fresco, also, on a house which is seen on the left hand as one crosses the Ponte delle Navi on the way to S. Paolo, a Madonna with many Saints, which is held to be a very beautiful work, both in design and in colouring; and on the house of the Sparvieri, in the Brà, opposite to the garden of the Friars of S. Fermo, he painted another like it. Francesco painted a number of other works, of which there is no need to make mention, since the best have been described; let it suffice to say that he gave grace, unity, and good design to his pictures, with a colouring as vivid and pleasing as that of any other painter. Francesco lived fifty-five years, and died on May 16, 1529. He chose to be carried to his tomb in the habit of a Friar of S. Francis, and he was buried in S. Domenico, beside his father. He was so good a man, so religious, and so exemplary, that there was never heard to issue from his mouth any word that was otherwise than seemly."
40,71,"disciple of Francesco, and much more able than his master, was the Veronese Paolo Cavazzuola, who executed many works in Verona; I  say in Verona, because it is not known that he ever worked in any other place. In S. Nazzaro, a seat of Black Friars at Verona, he painted many works in fresco near those of his master Francesco; but these were all thrown to the ground when that church was rebuilt by the pious munificence of the reverend Father, Don Mauro Lonichi, a nobleman of Verona and Abbot of that Monastery. On the old house of the Fumanelli, in the Via del Paradiso, Paolo painted, likewise in fresco, the Sibyl showing to Augustus Our Lord in the heavens, in the arms of His Mother; which work is beautiful enough for one of the first that he executed. On the outer side of the Chapel of the Fontani, in S. Maria in Organo, he painted, also in fresco, two Angels—namely, S. Michael and S. Raphael. In the street into which there opens the Chapel of the Angel Raphael, in S. Eufemia, over a window that gives light to a recess in the staircase of that chapel, he painted the Angel Raphael, and with him Tobias, whom he guided on his journey; which was a very beautiful little work. And in S. Bernardino, in a round picture over the door where there is the bell, he painted a S. Bernardino in fresco, and in another round picture on the same wall, but lower down, and above the entrance to a confessional, a S. Francis, which is beautiful and well executed, as is also the S. Bernardino. These are all the works that Paolo is known to have painted in fresco."
41,72,"As for his works in oils, he painted a picture of S. Rocco for the altar of the Santificazione in the Church of the Madonna della Scala, in emulation of the S. Sebastian which Il Moro painted for the other side of the same place; which S. Rocco is a very beautiful figure. But the best figures that this painter ever executed are in S. Bernardino, where all the large pictures that are on the altar of the Cross, round the principal altar-piece, are by his hand, excepting that with the Christ Crucified, the Madonna, and S. John, which is above all the others, and is by the hand of his master Francesco. Beside it, in the upper part, are two large pictures by the hand of Paolo, in one of which is Christ being scourged at the Column, and in the other His Coronation, painted with many figures somewhat more than life-size. In the principal picture, which is lower down, in the first range, he painted a Deposition from the Cross, with the  Madonna, the Magdalene, S. John, Nicodemus, and Joseph; and he made a portrait of himself, so good that it has the appearance of life, in one of these figures, a young man with a red beard, who is near the Tree of the Cross, with a coif on his head, such as it was the custom to wear at that time. On the right-hand side is a picture by Paolo of Our Lord in the Garden, with the three Disciples near Him; and on the left-hand side is another of Christ with the Cross on His shoulder, being led to Mount Calvary. The excellence of these works, which stand out strongly in comparison with those by the hand of his master that are in the same place, will always give Paolo a place among the best craftsmen."
41,73,"On the base he painted some Saints from the breast upwards, which are all portraits from life. The first figure, wearing the habit of S. Francis, and representing a Beato, is a portrait of Fra Girolamo Rechalchi, a noble Veronese; the figure beside the first, painted to represent S. Bonaventura, is the portrait of Fra Bonaventura Rechalchi, brother of the aforesaid Fra Girolamo; and the head of S. Joseph is the portrait of a steward of the Marchesi Malespini, who had been charged at that time by the Company of the Cross to see to the execution of this work. All these heads are very beautiful."
42,74,"For the same church Paolo painted the altar-piece of the Chapel of S. Francesco, in which work, the last that he executed, he surpassed himself. There are in it six figures larger than life; one being S. Elizabeth, of the Third Order of S. Francis, who is a most beautiful figure, with a smiling air and a gracious countenance, and with her lap full of roses; and she seems to be rejoicing at the sight of the bread that she, great lady as she was, had been carrying to the poor, turned by a miracle of God into roses, in token that her humble charity in thus ministering to the poor with her own hands was acceptable to God. This figure is a portrait of a widowed lady of the Sacchi family. Among the other figures are S. Bonaventura the Cardinal and S. Louis the Bishop, both Friars of S. Francis. Near these are S. Louis, King of France, S. Eleazar in a grey habit, and S. Ivo in the habit of a priest. Then there is the Madonna on a cloud above them all, with S. Francis and other figures  round her; but it is said that these are not by the hand of Paolo, but by that of a friend who helped him to execute the picture; and it is evident, indeed, that these figures are not equal in excellence to those beneath. And in this picture is a portrait from life of Madonna Caterina de' Sacchi, who gave the commission for the work."
42,75,"Now Paolo, having set his heart on becoming great and famous, made to this end such immoderate exertions that he fell ill and died at the early age of thirty-one, at the very moment when he was beginning to give proofs of what might be expected from him at a riper age. It is certain that Paolo, if Fortune had not crossed him at the height of his activity, would without a doubt have attained to the highest, best, and greatest honours that could be desired by a painter. His loss, therefore, grieved not only his friends, but all men of talent and everyone who knew him, and all the more because he had been a young man of excellent character, untainted by a single vice. He was buried in S. Paolo, after making himself immortal by the beautiful works that he left behind him."
43,76,"Stefano Veronese, a very rare painter in his day, as has been related, had a brother-german, called Giovanni Antonio, who, although he learned to paint from that same Stefano, nevertheless did not become anything more than a mediocre painter, as may be seen from his works, of which there is no need to make mention. To this Giovanni Antonio was born a son, called Jacopo, who likewise became a painter of commonplace works; and to Jacopo were born Giovan Maria, called Falconetto, whose Life we are about to write, and Giovanni Antonio. The latter, devoting himself to painting, executed many works at Rovereto, a very famous township in the Trentino, and many pictures at Verona, which are dispersed among the houses of private citizens. He also painted many works in the valley of the Adige, above Verona, and a panel-picture of S. Nicholas, with many animals, at Sacco, opposite to Rovereto, with many others; after which he finally died at Rovereto, where he had gone to live. This master was particularly excellent in making animals and fruits, of which many very beautiful drawings, executed in miniature, were taken to France by the Veronese Mondella; and many of them were  given by Agnolo, the son of Giovanni Antonio, to Messer Girolamo Lioni, a Venetian gentleman of noble spirit."
44,77,"But to come at last to Giovan Maria, the brother of Giovanni Antonio. He learned the rudiments of painting from his father, whose manner he rendered no little better and grander, although even he was not a painter of much reputation, as is evident from the Chapels of the Maffei and of the Emilii in the Duomo of Verona, from the upper part of the cupola of S. Nazzaro, and from works in other places. This master, recognizing the little value of his work in painting, and delighting beyond measure in architecture, set himself with great diligence to study and draw all the antiquities in his native city of Verona. He then resolved to visit Rome, and to learn architecture from its marvellous remains, which are the true masters; and he made his way to that city, and stayed there twelve whole years. That time he spent, for the most part, in examining and drawing all those marvellous antiquities, searching out in every place all the ground-plans that he could see and all the measurements that he could find. Nor did he leave anything in Rome, either buildings or their members, such as cornices, capitals, and columns, of whatsoever Order, that he did not draw with his own hand, with all the measurements; and he also drew all the sculptures which were discovered in those times, insomuch that when he returned to his own country, after those twelve years, he was rich in all the treasures of his art. And, not content with the things in the city of Rome itself, he drew all that was good and beautiful in the whole of the Roman Campagna, going even as far as the Kingdom of Naples, the Duchy of Spoleto, and other parts. It is said that Giovan Maria, being poor, and therefore having little wherewith to live or to maintain himself in Rome, used to spend two or three days every week in assisting some painter with his work; and with his earnings, since at that time masters were well paid and living was cheap, he was able to live the other days of the week, pursuing the studies of architecture. Thus, then, he drew all those antiquities as if they were complete, reconstructing them in his drawings from the parts and members that he saw, from which he imagined all the other parts of the buildings in all their perfection and integrity, and  all with such true measurements and proportions, that he could not make an error in a single detail."
44,78,"Having returned to Verona, and finding no opportunity of exercising himself in architecture, since his native city was in the throes of a change of government, Giovan Maria gave his attention for the time to painting, and executed many works. On the house of the Della Torre family he painted a large escutcheon crowned by some trophies; and for two German noblemen, counsellors of the Emperor Maximilian, he executed in fresco some scenes from the Scriptures on a wall of the little Church of S. Giorgio, and painted there life-size portraits of those two Germans, one kneeling on one side and one on the other. He executed a number of works at Mantua, for Signor Luigi Gonzaga; and some others at Osimo, in the March of Ancona. And while the city of Verona was under the Emperor, he painted the imperial arms on all the public buildings, and received for this from the Emperor a good salary and a patent of privilege, from which it may be seen that many favours and exemptions were granted to him, both on account of his good service in matters of art, and because he was a man of great spirit, brave and formidable in the use of arms, with which he might likewise be expected to give valiant and faithful service: and all the more because he drew after him, on account of the great credit that he had with his neighbours, the whole mass of the people who lived in the Borgo di San Zeno, a very populous part of the city, in which he had been born and had taken a wife from the family of the Provali. For these reasons, then, he had all the inhabitants of his district as his following, and was called throughout the city by no other name but that of the ""Red-head of San Zeno."""
45,79,"Now, when the city again changed its government and returned to the rule of its ancient masters the Venetians, Giovan Maria, being known as one who had served the party of the Emperor, was forced to seek safety in flight; and he went, therefore, to Trento, where he passed some time painting certain pictures. Finally, however, when matters had mended, he made his way to Padua, where he was first received in audience and then much favoured by the very reverend Monsignor Bembo, who presented him not long afterwards to the illustrious Messer Luigi  Cornaro, a Venetian gentleman of lofty spirit and truly regal mind, as is proved by his many magnificent enterprises. This gentleman, who, in addition to his other truly noble qualities, delighted in the study of architecture, the knowledge of which is worthy of no matter how great a Prince, had therefore read the works of Vitruvius, Leon Batista Alberti, and others who have written on this subject, and he wished to put what he had learned into practice. And when he saw the designs of Falconetto, and perceived with what profound knowledge he spoke of these matters, and rendered clear all the difficulties that can arise through the variety of the Orders of architecture, he conceived such a love for him that he took him into his own house and kept him there as an honoured guest for twenty-one years, which was the whole of the rest of Giovan Maria's life."
45,80,"During this time Falconetto executed many works with the help of the same Messer Luigi. The latter, desiring to see the antiquities of Rome on the spot, even as he had seen them in the drawings of Giovan Maria, went to Rome, taking him with him; and there he devoted himself to examining everything minutely, having him always in his company. After they had returned to Padua, a beginning was made with building from the design and model of Falconetto that most beautiful and ornate loggia which is in the house of the Cornari, near the Santo; and the palace was to be erected next, after the model made by Messer Luigi himself. In this loggia the name of Giovan Maria is carved on a pilaster."
46,81,"The same architect built a very large and magnificent Doric portal for the Palace of the Captain of that place; and this portal is much praised by everyone as a work of great purity. He also erected two very beautiful gates for the city, one of which, called the Porta di S. Giovanni, and leading to Vicenza, is very fine, and commodious for the soldiers who guard it; and the other, which is very well designed, was called the Porta Savonarola. He made, likewise, for the Friars of S. Dominic, the design and model of the Church of S. Maria delle Grazie, and laid the foundations; and this work, as may be seen from the model, is so beautiful and well designed, that one of equal size to rival it has  perhaps never been seen up to our own day in any other place. And by the same master was made the model of a most superb palace for Signor Girolamo Savorgnano, at his well fortified stronghold of Usopo in Friuli; for which all the foundations were then laid, and it had begun to rise above the ground, when, by reason of the death of that nobleman, it was left in that condition without being carried further; but if this building had been finished, it would have been a marvel."
46,82,"About the same time Falconetto went to Pola, in Istria, for the sole purpose of seeing and drawing the theatre, amphitheatre, and arch that are in that most ancient city. He was the first who made drawings of theatres and amphitheatres and traced their ground-plans, and those that are to be seen, particularly in the case of Verona, came from him, and were printed at the instance of others after his designs. Giovan Maria was a man of exalted mind, and, being one who had never done anything else but draw the great works of antiquity, he desired nothing save that there should be presented to him opportunities of executing works similar to those in greatness. He would sometimes make ground-plans and designs for them, with the very same pains that he would have taken if he had been commissioned to put them into execution at once; and in this he lost himself so much, so to speak, that he would not deign to make designs for the private houses of gentlemen, either in the country or in the city, although he was much besought to do so."
46,83,"Giovan Maria was in Rome on many occasions besides those described above; whence that journey was so familiar to him, that when he was young and vigorous he would undertake it on the slightest opportunity. Persons who are still alive relate that, falling one day into a discussion with a foreign architect, who happened to be in Verona, about the measurements of I know not what ancient cornice in Rome, after many words Giovan Maria said, ""I will soon make myself certain in this matter,"" and then went straight to his house and set out on his way to Rome."
47,84,"This master made for the Cornaro family two very beautiful designs of tombs, which were to be erected in S. Salvatore, at Venice—one for the Queen of Cyprus, a lady of that family, and the other for Cardinal  Marco Cornaro, who was the first of that house to be honoured with that dignity. And in order that these designs might be carried out, a great quantity of marble was quarried at Carrara and taken to Venice, where the rough blocks still are, in the house of the same Cornari."
47,85,"Giovan Maria was the first who brought the true methods of building and of good architecture to Verona, Venice, and all those parts, where before him there had not been one who knew how to make even a cornice or a capital, or understood either the measurements or the proportions of a column or of any Order of architecture, as is evident from the buildings that were erected before his day. This knowledge was afterwards much increased by Fra Giocondo, who lived about the same time, and it received its final perfection from Messer Michele San Michele, insomuch that those parts are therefore under an everlasting obligation to the people of Verona, in which city were born and lived at one and the same time these three most excellent architects. To them there then succeeded Sansovino, who, not resting content with architecture, which he found already grounded and established by the three masters mentioned above, also brought thither sculpture, to the end that by its means their buildings might have all the adornments that were proper to them. And for this a debt of gratitude—if one may use such a word—is due to the ruin of Rome, by reason of which the masters were dispersed over many places and the beauties of these arts communicated throughout all Europe."
47,86,"Giovan Maria caused some works in stucco to be carried out in Venice, and taught the method of executing them. Some declare that when he was a young man he had the vaulting of the Chapel of the Santo, at Padua, decorated with stucco by Tiziano da Padova and many others, and also had similar works executed in the house of the Cornari, which are very beautiful. He taught his work to two of his sons, Ottaviano, who was, like himself, also a painter, and Provolo. Alessandro, his third son, worked in his youth at making armour, and afterwards adopted the calling of a soldier; he was three times victor in the lists, and finally, when a captain of infantry, died fighting valiantly before Turin in Piedmont, having been wounded by a harquebus-ball."
48,87,"Giovan Maria, on his part, after being crippled by gout, finished  the course of his life at Padua, in the house of the aforesaid Messer Luigi Cornaro, who always loved him like a brother, or rather, like his own self. And to the end that there might be no separation in death between the bodies of those whose minds had been united together in the world by friendship and love of art, Messer Luigi had intended that Giovan Maria should be laid to rest beside himself in the tomb that was to be erected for his own burial, together with that most humorous poet, Ruzzante, his very familiar friend, who lived and died in his house; but I do not know whether this design of the illustrious Cornaro was ever carried into effect. Giovan Maria was a fine talker, pleasant and agreeable in conversation, and very acute in repartee, insomuch that Cornaro used to declare that a whole book could have been made with his sayings. And since, although he was crippled by gout, he lived cheerfully, he preserved his life to the age of seventy-six, dying in 1534."
48,88,"He had six daughters, five of whom he gave in marriage himself, and the sixth was married by her brothers, after his death, to Bartolommeo Ridolfi of Verona, who executed many works in stucco in company with them, and was a much better master than they were. This may be seen from his works in many places, and in particular at Verona, in the house of Fiorio della Seta on the Ponte Nuovo, in which he decorated some apartments in a very beautiful manner. There are others in the house of the noble Counts Canossi, which are amazing; and such, also, are those that he executed in the house of the Murati, near S. Nazzaro; and for Signor Giovan Battista della Torre, for Cosimo Moneta, the Veronese banker, at his beautiful villa, and for many others in various places, all works of great beauty. Palladio, most excellent of architects, declares that he knows no person more marvellous in invention or better able to adorn apartments with beautiful designs in stucco, than this Bartolommeo Ridolfi. Not many years since, Spitech Giordan, a nobleman of great authority with the King of Poland, took Bartolommeo with him to that King; and there, enjoying an honourable salary, he has executed, as he still does, many works in stucco, large portraits, medallions, and many designs for palaces and other buildings, with the assistance of a son of his own, who is in no way inferior to his father."
49,89,"The elder Francesco dai Libri of Verona lived some time before Liberale, although it is not known exactly at what date he was born; and he was called ""Dai Libri""[9] because he practised the art of illuminating books, his life extending from the time when printing had not yet been invented to the very moment when it was beginning to come into use. Since, therefore, there came to him from every quarter books to illuminate—a work in which he was most excellent—he was known by no other surname than that of ""Dai Libri""; and he executed great numbers of them, for the reason that whoever went to the expense of having them written, which was very great, wished also to have them adorned as much as was possible with illuminations."
49,90,"This master illuminated many choral books, all beautiful, which are at Verona, in S. Giorgio, in S. Maria in Organo, and in S. Nazzaro; but the most beautiful is a little book, or rather, two little pictures that fold together after the manner of a book, on one side of which is a S. Jerome, a figure executed with much diligence and very minute workmanship, and on the other a S. John in the Isle of Patmos, depicted in the act of beginning to write his Book of the Apocalypse. This work, which was bequeathed to Count Agostino Giusti by his father, is now in S. Leonardo, a convent of Canons Regular, of which Don Timoteo Giusti, the son of that Count, is a member. Finally, after having executed innumerable works for various noblemen, Francesco died, content and happy for the reason that, in addition to the serenity of mind that his goodness brought him, he left behind him a son, called Girolamo, who was so excellent in art that before his death he saw him already a much greater master than himself."
50,91,"This Girolamo, then, was born at Verona in the year 1472, and at the age of sixteen he painted for the Chapel of the Lischi, in S. Maria in Organo, an altar-piece which caused such marvel to everyone when it was uncovered and set in its place, that the whole city ran to embrace and congratulate his father Francesco. In this picture is a Deposition from the Cross, with many figures, and among the many beautiful  weeping heads the best of all are a Madonna and a S. Benedict, which are much commended by all craftsmen; and he also made therein a landscape, with a part of the city of Verona, drawn passing well from the reality. Then, encouraged by the praises that he heard given to his work, Girolamo painted the altar of the Madonna in S. Paolo in a masterly manner, and also the picture of the Madonna with S. Anne, which is placed between the S. Sebastian of Il Moro and the S. Rocco of Cavazzuola in the Church of the Scala. For the family of the Zoccoli he painted the great altar-piece of the high-altar in the Church of the Vittoria, and for the family of the Cipolli the picture of S. Onofrio, which is near the other, and is held to be both in design and in colouring the best work that he ever executed."
50,92,"For S. Leonardo nel Monte, also, near Verona, he painted at the commission of the Cartieri family the altar-piece of the high-altar, which is a large work with many figures, and much esteemed by everyone, above all for its very beautiful landscape. Now a thing that has happened very often in our own day has caused this work to be held to be a marvel. There is a tree painted by Girolamo in the picture, and against it seems to rest the great chair on which the Madonna is seated. This tree, which has the appearance of a laurel, projects considerably with its branches over the chair, and between the branches, which are not very thick, may be seen a sky so clear and beautiful, that the tree seems to be truly a living one, graceful and most natural. Very often, therefore, birds that have entered the church by various openings have been seen to fly to this tree in order to perch upon it, and particularly swallows, which had their nests among the beams of the roof, and likewise their little ones. Many persons well worthy of credence declare that they have seen this, among them Don Giuseppe Mangiuoli of Verona, a person of saintly life, who has twice been General of his Order and would not for anything in the world assert a thing that was not absolutely true, and also Don Girolamo Volpini, likewise a Veronese, and many others."
51,93,"In S. Maria in Organo, where was the first work executed by Girolamo, he also painted two Saints on the outer side of one of the folding doors of the organ—the other being painted by Francesco Morone, his  companion—and on the inner side a Manger. And afterwards he painted the picture that is opposite to his first work, containing the Nativity of Our Lord, with shepherds, landscapes, and very beautiful trees; but most lifelike and natural of all are two rabbits, which are executed with such diligence that each separate hair may actually be seen in them. He painted another altar-piece for the Chapel of the Buonalivi, with a Madonna seated in the centre, two other figures, and some Angels below, who are singing. Then, in the ornamental work made by Fra Giovanni da Verona for the altar of the Sacrament, the same Girolamo painted three little pictures after the manner of miniatures. In the central picture is a Deposition from the Cross, with two little Angels, and in those at the sides are painted six Martyrs, kneeling towards the Sacrament, three in each picture, these being saints whose bodies are deposited in that very altar. The first three are Cantius, Cantianus, and Cantianilla, who were nephews of the Emperor Diocletian, and the others are Protus, Chrysogonus, and Anastasius, who suffered martyrdom at Aquæ Gradatæ, near Aquileia; and all these figures are in miniature, and very beautiful, for Girolamo was more able in that field of art than any other master of his time in Lombardy and in the State of Venice."
52,94,"Girolamo illuminated many books for the Monks of Montescaglioso in the Kingdom of Naples, some for S. Giustina at Padua, and many others for the Abbey of Praia in the territory of Padua; and also some at Candiana, a very rich monastery of the Canons Regular of S. Salvatore, to which place he went in person to work, although he would never go to any other place. While he was living there, Don Giulio Clovio, who was a friar in that place, learned the first rudiments of illumination; and he has since become the greatest master of that art that is now alive in Italy. Girolamo illuminated at Candiana a sheet with a Kyrie, which is an exquisite work, and for the same monks the first leaf of a psalter for the choir; with many things for S. Maria in Organo and for the Friars of S. Giorgio, in Verona. He executed, likewise, some other very beautiful illuminations for the Black Friars of S. Nazzaro at Verona. But that which surpassed all the other works of this master, which were all divine, was a sheet on which was depicted in miniature the Earthly Paradise,  with Adam and Eve driven forth by the Angel, who is behind them with a sword in his hand. One would not be able to express how great and how beautiful is the variety of the trees, fruits, flowers, animals, birds, and all the other things that are in this amazing work, which was executed at the commission of Don Giorgio Cacciamale of Bergamo, then Prior of S. Giorgio in Verona, who, in addition to the many other courtesies that he showed to Girolamo, gave him sixty crowns of gold. This work was afterwards presented by that Father to a Roman Cardinal, at that time Protector of his Order, who showed it to many noblemen in Rome, and they all declared it to be the best example of illumination that had ever been seen up to that day."
52,95,"Girolamo painted flowers with such diligence, and made them so true, so beautiful, and so natural, that they appeared to all who beheld them to be real; and he counterfeited little cameos and other engraved stones and jewels in such a manner, that there was nothing more faithfully imitated or more diminutive to be seen. Among his little figures there are seen some, as in his imitations of cameos and other stones, that are no larger than little ants, and yet all the limbs and all the muscles can be perceived so clearly that one who has not seen them could scarcely believe it. Girolamo used to say in his old age that he knew more in his art then than he had ever known, and saw where every stroke ought to go, but that when he came to handle the brushes, they went the wrong way, because neither his eye nor his hand would serve him any longer. He died on the 2nd of July in the year 1555, at the age of eighty-three, and was laid to rest in the burial-place of the Company of S. Biagio in S. Nazzaro."
53,96,"He was a good and upright man, who never had a quarrel or dispute with anyone, and his life was very pure. He had, besides other children, a son called Francesco, who learned his art from him, and executed miracles of illumination when still a mere lad, so that Girolamo declared that he had not known as much at that age as his son knew. But this young man was led away from him by a brother of his mother, who, being passing rich, and having no children, took him with him to Vicenza and placed him in charge of a glass-furnace that he was setting up. When Francesco had spent his best years in this, his uncle's wife dying, he fell  from his high hopes, and found that he had wasted his time, for the uncle took another wife, and had children by her, and thus Francesco did not become his uncle's heir, as he had thought to be. Thereupon he returned to his art after an absence of six years, and, after acquiring some knowledge, set himself to work. Among other things, he made a large globe, four feet in diameter, hollow within, and covered on the outer side, which was of wood, with a glue made of bullock's sinews, which was of a very strong admixture, so that there should be no danger of cracks or other damage in any part. This sphere, which was to serve as a terrestrial globe, was then carefully measured and divided under the personal supervision of Fracastoro and Beroldi, both eminent physicians, cosmographers, and astrologers; and it was to be painted by Francesco for Messer Andrea Navagiero, a Venetian gentleman, and a most learned poet and orator, who wished to make a present of it to King Francis of France, to whom he was about to go as Ambassador from his Republic. But Navagiero had scarcely arrived in France after a hurried journey, when he died, and this work remained unfinished. A truly rare work it would have been, thus executed by Francesco with the advice and guidance of two men of such distinction; but it was left unfinished, as we have said, and, what was worse, in its incomplete condition it received some injury, I know not what, in the absence of Francesco. However, spoiled as it was, it was bought by Messer Bartolommeo Lonichi, who has never consented to give it up to anyone, although he has been much besought and offered vast prices."
53,97,"Before this, Francesco had made two smaller globes, one of which is in the possession of Mazzanti, Archpriest of the Duomo of Verona, and the other belonged to Count Raimondo della Torre, and is now in the hands of his son, Count Giovan Batista, who holds it very dear, because this one, also, was made with the measurements and personal assistance of Fracastoro, who was a very familiar friend of Count Raimondo."
54,98,"Finally, growing weary of the extraordinary labour that miniatures demand, Francesco devoted himself to painting and to architecture, in which he became very skilful, executing many works in Venice and in Padua. About that time the Bishop of Tournai, a very rich and noble Fleming, had come to Italy in order to study letters, to see the country,  and to learn our manners and ways of living. This man, delighting much in architecture, and happening to be in Padua, became so enamoured of the Italian method of building that he resolved to take the modes of our architecture with him to his own country; and in order to facilitate this purpose, he drew Francesco, whose ability he had recognized, into his service with an honourable salary, meaning to take him to Flanders, where he intended to carry out many magnificent works. But when the time came to depart, poor Francesco, who had caused designs to be made of all the best and greatest and most famous buildings in Italy, was overtaken by death, while still young and the object of the highest expectations, leaving his patron much grieved by his loss."
54,99,"Francesco left an only brother, in whom, being a priest, the Dai Libri family became extinct, after producing in succession three men most excellent in their field of art. Nor have any disciples survived them to keep this art alive, excepting the above-mentioned churchman, Don Giulio, who, as we have related, learned it from Girolamo when he was working at Candiana, where the former was a friar; and this Don Giulio has since raised it to a height of excellence which very few have reached and no one has ever surpassed."
54,100,"knew for myself some of the facts about the excellent and noble craftsmen mentioned above, but I would never have been able to learn the whole of what I have related of them if the great goodness and diligence of the reverend and most learned Fra Marco de' Medici of Verona, a man profoundly conversant with all the most noble arts and sciences, and with him Danese Cattaneo of Carrara, a sculptor of great excellence, both being very much my friends, had not given me that complete and perfect information which I have just written down, to the best of my ability, for the convenience and advantage of all who may read these our Lives, in which the courtesy of many friends, who have taken pains with the investigation of these matters in order to please me and to benefit the world, has been, as it still is, of great assistance to me. And let this be the end of the Lives of these craftsmen of Verona, the portraits of each of whom I have not been able to obtain, because this full notice did not reach my hands until I found myself almost at the close of my work."
57,101,"Great, indeed, is the good fortune of those craftsmen who are brought into contact, either by their birth or by the associations that are formed in childhood, with those men whom Heaven has chosen out to be distinguished and exalted above all others in our arts, for the reason that a good and beautiful manner can be acquired with the greatest facility by seeing the methods and works of men of excellence, not to mention that rivalry and emulation, as we have said elsewhere, have great power over our minds."
58,102,"Francesco Granacci, of whom we have already spoken, was one of those who were placed by the Magnificent Lorenzo de' Medici to learn in his garden; whence it happened that, recognizing, boy as he was, the great genius of Michelagnolo, and what extraordinary fruits he was likely to produce when full grown, he could never tear himself away from his side, and even strove with incredible attention and humility to be always following that great brain, insomuch that Michelagnolo was constrained to love him more than all his other friends, and to confide so much in him, that there was no one with whom he was more willing to confer touching his works or to share all that he knew of art at that time, than with Granacci. Then, after they had been companions together in the workshop of Domenico Ghirlandajo, it came to pass that Granacci, because he was held to be the best of Ghirlandajo's young men, the strongest draughtsman, and the one who had most grace in painting in distemper, assisted David and Benedetto Ghirlandajo, the brothers of Domenico, to finish the altar-piece of the high-altar in S. Maria Novella,  which had been left unfinished at the death of the same Domenico. By this work Granacci gained much experience, and afterwards he executed in the same manner as that altar-piece many pictures that are in the houses of citizens, and others which were sent abroad."
58,103,"And since he was very gracious, and made himself very useful in certain ceremonies that were performed in the city during the festivals of the Carnival, he was constantly employed by the Magnificent Lorenzo de' Medici in many similar works, and in particular for the masquerade that represented the Triumph of Paulus Emilius, which was held in honour of the victory that he gained over certain foreign nations. In this masquerade, which was full of most beautiful inventions, Granacci acquitted himself so well, although he was a mere lad, that he won the highest praise. And here I will not omit to tell that the same Lorenzo de' Medici, as I have said in another place, was the first inventor of those masquerades that represent some particular subject, and are called in Florence ""Canti"";[10] for it is not known that any were performed in earlier times."
58,104,"In like manner Granacci was employed in the sumptuous and magnificent preparations that were made in the year 1513 for the entry of Pope Leo X, one of the Medici, by Jacopo Nardi, a man of great learning and most beautiful intellect, who, having been commanded by the Tribunal of Eight to prepare a splendid masquerade, executed a representation of the Triumph of Camillus. This masquerade, in so far as it lay in the province of the painter, was so beautifully arranged and adorned by Granacci that no man could imagine anything better; and the words of the song, which Jacopo composed, began thus:"
58,105,"Contempla in quanta gloria sei salita, Felice alma Fiorenza, Poichè dal Ciel discesa,"
59,106,"with what follows. For the same spectacle Granacci executed a great quantity of theatrical scenery, as he did both before and afterwards. And while working with Ghirlandajo he painted standards for ships, and  also banners and devices for certain Knights of the Golden Spur, for their public entry into Florence, all at the expense of the Captains of the Guelph Party, as was the custom at that time, and as has been done in our own day, not long since."
59,107,"In like manner he made many beautiful embellishments and decorations of his own invention for the Potenze[11] and their tournaments. These festivals were of a kind which is peculiar to the Florentines, and very pleasing, and in them were seen men standing almost upright on horseback, with very short stirrups, and breaking a lance with the same facility as do the warriors firmly seated on their saddles; and all this was done for the above-mentioned visit of Leo to Florence. Granacci also made, besides other things, a most beautiful triumphal arch opposite to the door of the Badia, covered with scenes in chiaroscuro and very lovely things of fancy. This arch was much extolled, and particularly for the invention of the architecture, and because he had made an imitation of that same door of the Badia for the entrance of the Via del Palagio, executed in perspective with the steps and every other thing, so that the painted and supposititious door was in no way different from the real and true one. To adorn the same arch he executed with his own hand some very beautiful figures of clay in relief, and on the summit of the arch he placed a great inscription with these words: LEONI X PONT. MAX. FIDEI CULTORI."
60,108,"But to come at length to some works by Granacci that are in existence, let me relate that, having studied the cartoon of Michelagnolo Buonarroti while the latter was executing it for the Great Hall of the Palace, he found it so instructive and made such proficience, that, when Michelagnolo was summoned to Rome by Pope Julius II to the end that he might paint the vaulting of the Chapel in his Palace, Granacci was one of the first to be sent for by Buonarroti to help him to paint that work in fresco after the cartoons that he himself had prepared. It is true that Michelagnolo, being dissatisfied with the manner and method  of every one of his assistants, afterwards found means to make them all return to Florence without dismissing them, by closing the door on them all and not allowing himself to be seen."
